species,wing_length,secondary,mass
Bolborhynchus ferrugineifrons,121.1,72.9,64
Bolborhynchus lineola,104.3,50.1,56.2
Bolborhynchus orbygnesius,106.6,61.6,43.1
Brotogeris chiriri,115,62.8,61.6
Brotogeris chrysoptera,106.6,64.5,54.5
Brotogeris cyanoptera,114.4,73.7,56
Brotogeris jugularis,110.7,64.3,63.2
Brotogeris pyrrhoptera,117,67.7,63.9
Brotogeris sanctithomae,108.5,64.7,59
Brotogeris tirica,113.4,73.6,63
Brotogeris versicolurus,114,69.3,71.5
Charminetta wilhelminae,67.2,34.5,18
Charmosynoides margarethae,91.4,44.7,49.4
Charmosynopsis pulchella,114.4,62.5,34.1
Charmosynopsis toxopei,86.9,46.4,37
Cyanoliseus patagonus,237.8,119.2,277.9
Cyanopsitta spixii,277.4,175.5,200
Deroptyus accipitrinus,192.7,129.3,246
Diopsittaca nobilis,173.2,97,150.9
Enicognathus ferrugineus,183.6,98.2,160
Enicognathus leptorhynchus,215.2,110.8,193
Eupsittula aurea,141.4,74.8,84.6
Eupsittula cactorum,135.8,78.2,82.5
Eupsittula canicularis,132.7,73.2,85
Eupsittula nana,133.3,75.1,76.9
Eupsittula pertinax,136.4,79.9,84
Forpus coelestis,76.8,50.5,26.1
Forpus conspicillatus,77.2,49,26.4
Forpus crassirostris,81.9,61.5,31
Forpus cyanopygius,84.5,49.8,33.5
Forpus modestus,81,51.1,27.2
Forpus passerinus,79.5,47.7,23
Forpus spengeli,80.1,54.4,31
Forpus xanthops,89.8,54.5,35
Forpus xanthopterygius,81.9,61.5,31
Glossoptila goldiei,106.8,49.9,58.7
Graydidascalus brachyurus,137.8,90.3,159
Guaruba guarouba,204.7,127.8,194
Hapalopsittaca amazonina,148.9,87.8,106
Hapalopsittaca fuertesi,152.7,93.3,124
Hapalopsittaca melanotis,159.4,99.7,158
Hapalopsittaca pyrrhops,138.8,86.4,103
Hypocharmosyna placentis,88.4,47.2,33.6
Hypocharmosyna rubronotata,84.2,45.9,32.5
Leptosittaca branickii,181.6,105.1,155.7
Myiopsitta monachus,147.2,82.8,120
Nannopsittaca dachilleae,82,53.9,41.5
Nannopsittaca panychlora,92.2,48.5,44.1
Ognorhynchus icterotis,220,111.5,285
Orthopsittaca manilatus,239.8,139.9,372
Parvipsitta porphyrocephala,103,46.8,44.7
Parvipsitta pusilla,96.2,43.6,39.4
Pionites leucogaster,138.3,94,155
Pionites melanocephalus,135.4,87.6,148.8
Pionopsitta pileata,140,89.8,119
Pionus chalcopterus,189.8,130.6,210
Pionus fuscus,164,110.8,206
Pionus maximiliani,184.4,119.2,293
Pionus menstruus,178.5,127.6,251
Pionus senilis,164.6,89.8,212
Pionus sordidus,183.2,119.7,266
Pionus tumultuosus,184.5,118.1,239
Poicephalus crassus,165.4,96.7,140
Poicephalus cryptoxanthus,156.2,86.8,140
Poicephalus flavifrons,175,104.1,174
Poicephalus fuscicollis,206.2,119.8,324
Poicephalus gulielmi,203.6,120.5,274.6
Poicephalus meyeri,146.8,87.5,117.5
Poicephalus robustus,212.6,128.2,343
Poicephalus rueppellii,145,89.2,116
Poicephalus rufiventris,152.6,95.8,120
Poicephalus senegalus,157,94.2,147
Primolius auricollis,202.2,112.6,245
Primolius couloni,221.8,128.4,250
Primolius maracana,209.8,135.5,256
Pseudeos cardinalis,171.4,96.3,183
Psilopsiagon aurifrons,92.4,52,33.6
Psilopsiagon aymara,96.2,56,30
Psittacara brevipes,166.7,103.3,138
Psittacara chloropterus,170.8,92.5,146
Psittacara erythrogenys,171.8,100.4,151
Psittacara euops,132.5,71.8,87
Psittacara finschi,150.2,79.9,150
Psittacara holochlorus,156.9,79.6,138
Psittacara leucophthalmus,172.3,101,158
Psittacara mitratus,194.9,107.7,249
Psittacara strenuus,156.9,79.6,138
Psittacara wagleri,194.8,110.4,194
Psittacus erithacus,232.3,136.4,333
Pyrilia aurantiocephala,153.7,111.9,151.5
Pyrilia barrabandi,165.7,106.7,140
Pyrilia caica,146.2,90.8,132
Pyrilia haematotis,152.2,99.2,149
Pyrilia pulchra,152.4,95.3,150
Pyrilia pyrilia,143.4,83.5,149
Pyrilia vulturina,149.8,97,151.5
Pyrrhura albipectus,139.1,86.3,103.8
Pyrrhura amazonum,116.2,69,58.9
Pyrrhura calliptera,134.5,81.8,75
Pyrrhura cruentata,147.4,88.5,75.9
Pyrrhura devillei,125,73.6,72
Pyrrhura egregia,130,77.8,66.3
Pyrrhura frontalis,132.5,79.1,72
Pyrrhura griseipectus,110.6,66.8,75.9
Pyrrhura hoematotis,125.2,72.5,68.7
Pyrrhura hoffmanni,128.5,76,82.2
Pyrrhura lepida,123.8,75.4,75
Pyrrhura leucotis,114.8,67.2,75.9
Pyrrhura lucianii,117,71.4,67.7
Pyrrhura melanura,128.1,73.5,70.5
Pyrrhura molinae,133,82,77.1
Pyrrhura orcesi,119,75.4,70.8
Pyrrhura perlata,130.1,94,75
Pyrrhura pfrimeri,118.4,79.1,75.9
Pyrrhura picta,117,71.4,62.1
Pyrrhura rhodocephala,130.8,82.1,68.7
Pyrrhura roseifrons,120.1,72.3,70.6
Pyrrhura rupicola,124.1,78.1,75
Pyrrhura viridicata,136.5,85.7,87.5
Rhynchopsitta pachyrhyncha,269.6,143,324.8
Rhynchopsitta terrisi,282.8,149.7,442
Saudareos flavoviridis,119.5,59.1,90.5
Saudareos iris,112.4,60.5,55.2
Saudareos johnstoniae,106.1,60.1,55.2
Saudareos meyeri,101.8,58,90.5
Saudareos ornatus,125,66.5,120
Synorhacma multistriata,95.5,45.9,37
Thectocercus acuticaudatus,187,102.2,171
Touit batavicus,115.6,60.2,55
Touit costaricensis,114.2,64.9,80
Touit dilectissimus,109,63.2,65
Touit huetii,111.2,65.1,60
Touit melanonotus,107.5,62.4,66.5
Touit purpuratus,106.1,59.4,59.7
Touit stictopterus,121.8,71.8,78.8
Touit surdus,116.8,69.7,51
Triclaria malachitacea,159.8,110.6,90
Vini amabilis,106.8,55.4,8.5
Vini diadema,93,55,37
Vini meeki,76.5,41.7,23.8
Vini palmarum,90.8,47.5,37
Vini rubrigularis,89.1,45.2,37
Vini solitarius,123.2,61.6,83.3
Agapornis canus,92,50.4,30
Agapornis fischeri,93,55.4,48.3
Agapornis lilianae,89.4,55.8,37.3
Agapornis nigrigenis,92.8,53.4,40.5
Agapornis personatus,95.2,57.2,52.4
Agapornis pullarius,90.4,54.8,39.3
Agapornis roseicollis,100.8,59.9,53.8
Agapornis swindernianus,92.6,54.8,40
Agapornis taranta,100.4,61.8,57.5
Alisterus amboinensis,204.8,123.5,153
Alisterus chloropterus,183.8,109.8,156
Alisterus scapularis,210.2,113.2,232.3
Aprosmictus erythropterus,190.2,104.5,136
Aprosmictus jonquillaceus,176.5,108.5,119
Barnardius zonarius,169.2,98.2,133
Bolbopsittacus lunulatus,95.5,58.3,67.6
Chalcopsitta atra,177,109.4,195
Chalcopsitta duivenbodei,170.4,105.7,218
Chalcopsitta scintillata,167.8,98.4,190
Charmosyna josefinae,131,66.8,74
Charmosyna papou,111.3,56.8,82.9
Coracopsis barklyi,184.2,114.2,186.2
Coracopsis nigra,205.8,127.4,186.2
Coracopsis vasa,308.2,188.3,525
Cyanoramphus auriceps,105,67,45.6
Cyanoramphus cookii,133.6,86.2,90.2
Cyanoramphus forbesi,120,81.2,88.5
Cyanoramphus hochstetteri,134.5,84.2,125
Cyanoramphus malherbi,99.2,64.2,46.7
Cyanoramphus novaezelandiae,127.7,73.8,90.2
Cyanoramphus saisseti,121.8,72.8,90.2
Cyanoramphus unicolor,142,88,149
Cyclopsitta diophthalma,93.6,56.5,41.8
Cyclopsitta gulielmitertii,79.8,58.6,31
Eclectus roratus,228.2,149.8,480.8
Eos bornea,166.6,88.9,156
Eos cyanogenia,160,84,167
Eos histrio,161.8,88.7,204
Eos reticulata,167,84.4,153
Eos semilarvata,137.6,72.2,94.5
Eos squamata,152.4,78,91
Eunymphicus cornutus,154.4,91.2,130
Eunymphicus uvaeensis,157,97.7,130
Geoffroyus geoffroyi,147.6,84.2,164
Geoffroyus heteroclitus,157.2,93.9,170
Geoffroyus simplex,160.2,74.5,161
Glossopsitta concinna,124.6,57.2,70.5
Lathamus discolor,123,57.6,64.7
Loriculus amabilis,76.5,45.9,15.5
Loriculus aurantiifrons,67.2,40,15.5
Loriculus beryllinus,88.4,49.5,30
Loriculus camiguinensis,91.5,56.3,34.9
Loriculus catamene,80.9,45.8,34
Loriculus exilis,66.6,37.8,34
Loriculus flosculus,76,44.9,34
Loriculus galgulus,79.6,46.2,28
Loriculus philippensis,91.5,56.3,34.9
Loriculus pusillus,84.8,46.2,15.5
Loriculus sclateri,89,51.8,34
Loriculus stigmatus,97.2,56.5,28
Loriculus tener,65.1,39.6,12
Loriculus vernalis,86.8,46.5,35.7
Lorius albidinucha,159.3,95.9,132
Lorius chlorocercus,158.4,88.9,173.5
Lorius domicella,162.2,97.4,182
Lorius garrulus,168.2,99.4,143
Lorius hypoinochrous,171.9,96.6,187
Lorius lory,163,98.8,176.9
Melopsittacus undulatus,95.4,46.9,29
Micropsitta bruijnii,63.2,35.8,13.4
Micropsitta finschii,63,42.9,15
Micropsitta geelvinkiana,53.2,40.4,12.2
Micropsitta keiensis,59.6,37.5,12.1
Micropsitta meeki,57.7,37.8,13.8
Micropsitta pusio,61.3,38,14
Neophema bourkii,118.2,61.7,44.4
Neophema chrysogaster,107,60,45.9
Neophema chrysostoma,104.8,61,46.1
Neophema elegans,108.4,60.8,43.4
Neophema petrophila,111.2,61.1,53.2
Neophema pulchella,108.6,58.6,41.4
Neophema splendida,118,64.7,38.6
Neopsittacus musschenbroekii,104.8,57.8,50.9
Neopsittacus pullicauda,104.5,59.7,33.2
Northiella haematogaster,128.6,83.9,85.9
Northiella narethae,128.6,83.9,85.9
Oreopsittacus arfaki,110.2,59.9,20.2
Pezoporus occidentalis,142.2,77.7,130
Pezoporus wallicus,134.3,77.4,71.2
Platycercus adscitus,141.8,85,111
Platycercus caledonicus,175.2,100.2,132.6
Platycercus elegans,171,98,123.9
Platycercus eximius,151.4,86.2,104
Platycercus icterotis,134,76.5,63.3
Platycercus venustus,146.2,89,89.4
Polytelis alexandrae,183.6,82.4,103.7
Polytelis anthopeplus,191,91.1,170
Polytelis swainsonii,184.2,89.2,153
Prioniturus discurus,149.8,87.5,148.1
Prioniturus flavicans,179,116,116.8
Prioniturus luconensis,143.8,83,108
Prioniturus mada,174.8,103.5,116.8
Prioniturus mindorensis,161,97.8,148.1
Prioniturus montanus,158.6,94.5,118.3
Prioniturus platenae,154.4,80.2,112
Prioniturus platurus,171.2,100.5,66.3
Prioniturus verticalis,166.5,98.5,45
Prioniturus waterstradti,151.5,86.9,119
Prosopeia personata,232.2,161.1,40.3
Prosopeia splendens,220,147.1,232
Prosopeia tabuensis,235.2,169.6,232
Psephotus chrysopterygius,107.8,61.1,46.8
Psephotus dissimilis,119.8,72.7,45.8
Psephotus haematonotus,128.6,71.1,61.4
Psephotus varius,134,77.6,61.5
Pseudeos fuscata,151.6,74.2,149
Psittacella brehmii,121,84.8,107
Psittacella madaraszi,87.4,58.2,38.8
Psittacella modesta,93.2,64.8,44.7
Psittacella picta,111.1,78.6,62.9
Psittacula alexandri,163.9,78.6,147
Psittacula calthrapae,136,75.3,116.1
Psittacula caniceps,212,121.7,224
Psittacula columboides,139,74.2,87
Psittacula cyanocephala,127.1,62.5,66
Psittacula derbiana,212.8,106.8,251
Psittacula eques,177.8,104.5,163
Psittacula eupatria,209.9,98,214
Psittacula finschii,150.4,70.7,89.6
Psittacula himalayana,154.6,78.2,108.5
Psittacula krameri,155.8,82.2,116.1
Psittacula longicauda,146.8,75.7,107
Psittacula roseata,137.8,68.1,66
Psittaculirostris desmarestii,109.1,64.3,117
Psittaculirostris edwardsii,105.8,60.4,118
Psittaculirostris salvadorii,110.7,66.8,118
Psitteuteles versicolor,111.4,53.8,53.5
Psittinus cyanurus,126.1,59.4,60.5
Psittrichas fulgidus,283.6,190.2,865
Purpureicephalus spurius,154.5,91.8,116
Tanygnathus gramineus,264,160.3,237.3
Tanygnathus lucionensis,181.8,101.5,215
Tanygnathus megalorynchos,236.2,126.5,325
Tanygnathus sumatranus,201.2,120.2,269.6
Trichoglossus capistratus,145.2,76.2,113.3
Trichoglossus chlorolepidotus,128.3,62.6,87.1
Trichoglossus euteles,126.2,63.5,73.7
Trichoglossus forsteni,130.2,84.1,113.3
Trichoglossus haematodus,143.1,74.2,113.3
Trichoglossus moluccanus,142.8,77.2,113.3
Trichoglossus rubiginosus,141.2,79.7,77.5
Trichoglossus rubritorquis,147,74.1,113.3
Trichoglossus weberi,124,65.2,113.3
Vini australis,99.2,48.3,49.5
Vini kuhlii,118.2,62.9,40
Vini peruviana,107.6,56.9,29
Vini stepheni,121.2,69.2,55
Vini ultramarina,111,63.4,49.5
Nestor meridionalis,284.3,184.6,428
Nestor notabilis,308.5,202.2,863
Strigops habroptila,275.1,219.2,1732.1
Pterocles alchata,194,75.2,275.8
Pterocles bicinctus,170.4,97.1,237
Pterocles burchelli,159.2,76,180.7
Pterocles coronatus,191.8,66,300
Pterocles decoratus,160.8,86.6,181.3
Pterocles exustus,175,72.9,202.8
Pterocles gutturalis,213.4,97.2,338
Pterocles indicus,168.6,98.8,178.2
Pterocles lichtensteinii,175.1,92.4,209.1
Pterocles namaqua,163.6,61.8,177
Pterocles orientalis,228.2,83,404.9
Pterocles personatus,222.8,129,181.3
Pterocles quadricinctus,174.6,103.6,178.9
Pterocles senegallus,194,65.8,263.4
Syrrhaptes paradoxus,235.8,66.8,256.4
Syrrhaptes tibetanus,249.2,114.8,343.7
Rhea americana,604.5,604.2,23000
Rhea pennata,625,629.1,23900
Aptenodytes forsteri,179.4,175.1,33569.3
Aptenodytes patagonicus,167.2,161.1,11731.1
Eudyptes chrysocome,97.9,91.6,2327.9
Eudyptes chrysolophus,116.5,109.8,4485.1
Eudyptes moseleyi,102.2,96.6,2327.9
Eudyptes pachyrhynchus,155.3,88.3,3904.9
Eudyptes robustus,97.8,91.7,3038
Eudyptes schlegeli,121,114.7,4242.6
Eudyptes sclateri,111.3,104.8,5889
Eudyptula minor,67.2,63.5,1107.8
Megadyptes antipodes,128.2,119.2,5326.2
Pygoscelis adeliae,94.5,89.5,4847.7
Pygoscelis antarcticus,100.5,95.7,4146.1
Pygoscelis papua,126.1,119.8,5933
Spheniscus demersus,98.5,94.9,3130.1
Spheniscus humboldti,105.2,100.7,4366.4
Spheniscus magellanicus,109.6,105.1,4105.1
Spheniscus mendiculus,82.8,78.8,1921.9
Aegolius acadicus,135.2,95,100.7
Aegolius funereus,169.1,115.9,137.2
Aegolius harrisii,150.1,109.6,120
Aegolius ridgwayi,138.3,104.1,80
Asio abyssinicus,334.5,199.8,322.5
Asio capensis,283.2,169.4,334
Asio clamator,248.9,198.6,443.3
Asio flammeus,297.2,156.2,322.6
Asio grammicus,211.6,159.1,335
Asio madagascariensis,256.8,177.1,322.5
Asio otus,280.7,165.2,296.6
Asio solomonensis,263.4,203.1,1155
Asio stygius,326.8,186.1,565
Athene blewitti,145.7,111.8,241
Athene brama,153,108.5,112
Athene cunicularia,180,128.9,150.6
Athene noctua,157,107,168.9
Athene superciliaris,194,140.6,231
Bubo africanus,299.4,200.6,645
Bubo ascalaphus,362,237.8,2100
Bubo bengalensis,378.8,240.2,1100
Bubo bubo,438.5,293.8,2668.5
Bubo capensis,361,241,1118.6
Bubo cinerascens,299.4,200.6,500
Bubo coromandus,397,259.4,1392.2
Bubo lacteus,435.4,306.5,2114.9
Bubo leucostictus,313.6,209,532.5
Bubo milesi,311.4,215.4,645
Bubo nipalensis,426,304.1,1396.4
Bubo philippensis,341.2,261.4,532.5
Bubo poensis,307.4,241.3,654.9
Bubo scandiacus,418.8,246.8,2028.8
Bubo shelleyi,430.8,325.1,1257
Bubo sumatranus,331.8,249.2,1525
Bubo virginianus,351.7,240.9,1354.5
Bubo vosseleri,317,227.8,770
Ciccaba albitarsis,263.6,176.4,307.5
Ciccaba huhula,249.5,179.8,370
Ciccaba nigrolineata,255,182.6,457.9
Ciccaba virgata,240.6,190.3,284
Glaucidium albertinum,130.2,107.7,73
Glaucidium bolivianum,101.6,77.4,63
Glaucidium brasilianum,94.1,77.3,63.3
Glaucidium capense,139.2,98.8,122
Glaucidium castaneum,129.5,96.6,100
Glaucidium castanopterum,139.6,103.9,198.2
Glaucidium castanotum,126,94.2,100
Glaucidium costaricanum,93.8,67.8,66
Glaucidium cuculoides,147.8,113.2,198.2
Glaucidium gnoma,89.4,68.5,61.3
Glaucidium griseiceps,90.4,67.2,50.6
Glaucidium hardyi,89.5,71.6,58.3
Glaucidium jardinii,99.6,73.3,66.9
Glaucidium minutissimum,86.5,68.2,50
Glaucidium mooreorum,82.2,77.3,51
Glaucidium nana,95.2,80.3,73.7
Glaucidium nubicola,92,85,77.5
Glaucidium palmarum,81.5,70,45.7
Glaucidium parkeri,93.9,71.4,61.4
Glaucidium passerinum,101.2,75,57.9
Glaucidium perlatum,110.4,84,79.2
Glaucidium peruanum,94.2,75.5,62.4
Glaucidium radiatum,123.2,90.5,101
Glaucidium sanchezi,87.5,69.9,55
Glaucidium siju,97.2,74.5,69.5
Glaucidium sjostedti,158,121.2,139
Glaucidium tephronotum,102.8,91.4,87.4
Gymnasio nudipes,165.6,131,137.3
Jubula lettii,265,195.1,183
Ketupa blakistoni,508,373,3850
Ketupa flavipes,432.8,318.2,2315
Ketupa ketupu,335.2,263,1293
Ketupa zeylonensis,381.1,273.4,1105
Lophostrix cristata,309.6,255.4,538.7
Margarobyas lawrencii,143.8,107.5,95.2
Megascops albogularis,196.2,147.8,159
Megascops asio,168.5,120.1,180
Megascops atricapilla,171,128.3,118.9
Megascops barbarus,136,96.5,69
Megascops centralis,166.5,123.6,118
Megascops choliba,162.8,124.5,132
Megascops clarkii,180.8,130.5,158.5
Megascops cooperi,175.5,132.6,149.9
Megascops gilesi,162.8,124.5,132
Megascops guatemalae,156.6,112,118
Megascops hoyi,170.7,123.8,110
Megascops ingens,194.6,138,165.3
Megascops kennicottii,176.8,128.8,141.8
Megascops koepckeae,171.2,128.9,116.9
Megascops marshalli,162.2,120.2,110
Megascops petersoni,161.2,126.8,97.5
Megascops roboratus,164.8,122.9,126.7
Megascops roraimae,156.8,117.5,116
Megascops sanctaecatarinae,200.7,163,179.7
Megascops seductus,173.9,128,160
Megascops trichopsis,148.8,112.7,88.3
Megascops watsonii,165.6,127.2,129
Micrathene whitneyi,108.2,75.8,41
Ninox affinis,190.8,124.6,146
Ninox boobook,226.5,156.1,282.2
Ninox burhani,188.5,128.1,99
Ninox connivens,298.6,199,578
Ninox forbesi,193.6,134.9,210
Ninox fusca,226.5,156.1,282.2
Ninox hantu,193.1,128.1,210
Ninox hypogramma,220,149.8,210
Ninox ios,188.5,128.1,86
Ninox jacquinoti,175.7,131.8,200.8
Ninox japonica,214.5,127.6,225
Ninox leventisi,163.8,119,127.9
Ninox meeki,236,166.4,265
Ninox mindorensis,159.8,114.3,113
Ninox natalis,189.8,139.9,184
Ninox novaeseelandiae,198.3,133.5,183.4
Ninox obscura,212.5,133.7,191
Ninox ochracea,188.5,128.1,99
Ninox odiosa,182,138.8,209
Ninox philippensis,163.8,119,127.9
Ninox plesseni,226.5,156.1,282.2
Ninox punctulata,159,117.5,151
Ninox randi,226,143.2,202
Ninox reyi,184.4,149.3,127.9
Ninox rotiensis,226.5,156.1,282.2
Ninox rudolfi,233,167.5,222
Ninox rufa,327.2,236,931.7
Ninox rumseyi,163.8,119,127.9
Ninox scutulata,181.5,128.3,191
Ninox spilocephala,177.5,122.5,137
Ninox spilonotus,189.4,119,178
Ninox squamipila,212,148.8,210
Ninox strenua,400.8,281.9,1346
Ninox sumbaensis,188.5,128.1,90
Ninox theomacha,178.8,129.1,125
Ninox variegata,208,150.4,179
Otus alfredi,152.1,106.2,67.5
Otus alius,135,94.1,95
Otus angelinae,163.8,122.3,82.2
Otus bakkamoena,146.2,106.5,138.5
Otus balli,137.3,101,67.5
Otus beccarii,151.8,102.8,114
Otus brookii,163.8,122.3,139
Otus brucei,159,106,84.4
Otus capnodes,163,123.9,119
Otus collari,156.2,124.9,81.9
Otus cyprius,147.2,96.2,92
Otus elegans,169,110.3,124
Otus enganensis,152.7,123.2,104.9
Otus everetti,164,127.5,125
Otus fuliginosus,140.9,108.5,92
Otus gurneyi,240.4,191,370
Otus hartlaubi,151.5,111,79
Otus icterorhynchus,128.8,95.2,73.3
Otus insularis,162.3,114.3,144
Otus ireneae,113.3,90.4,50.3
Otus jolandae,150,106.8,165
Otus lempiji,144.7,112.4,115
Otus lettia,155.8,116,139
Otus longicornis,143,99,82.9
Otus madagascariensis,155.2,114.8,104
Otus magicus,153.2,123.2,165
Otus manadensis,151.8,102.8,88
Otus mantananensis,156.5,111.4,106
Otus mayottensis,166.7,119.7,101
Otus megalotis,179.2,140.4,178.4
Otus mentawi,160,115.3,104.9
Otus mindorensis,131,96.2,106
Otus mirus,143,99,61.3
Otus moheliensis,166,119.7,105
Otus nigrorum,143.8,109.5,99
Otus pamelae,123.2,90,66.5
Otus pauliani,137,104.7,69.5
Otus pembaensis,144.8,102.5,67
Otus rufescens,124.2,93.9,76.5
Otus rutilus,151.5,111,101
Otus sagittatus,178,132.2,122.6
Otus scops,147.2,96.2,92
Otus semitorques,178.4,122.8,121.5
Otus senegalensis,131,97.2,67
Otus siaoensis,151.8,102.8,165
Otus silvicola,216,166.3,212
Otus socotranus,126.5,94.8,67
Otus spilocephalus,140.4,105,67.5
Otus sulaensis,157.5,102.8,88
Otus sunia,142.5,99.7,78.1
Otus thilohoffmanni,124.7,39.9,76.5
Otus umbra,135,94.1,95
Psiloscops flammeolus,133,92,59.9
Ptilopsis granti,202,141.2,214.4
Ptilopsis leucotis,185.8,137.2,204
Pulsatrix koeniswaldiana,316,234.7,481
Pulsatrix melanota,276.2,193.5,82
Pulsatrix perspicillata,339.3,243,983.6
Pyrroglaux podargina,158,125.3,178.4
Scotopelia bouvieri,294.8,236.4,637
Scotopelia peli,403.2,317.2,1942.8
Scotopelia ussheri,324.5,256.2,787.2
Strix aluco,264.8,187.1,472.5
Strix butleri,243,136.2,219
Strix chacoensis,273.5,200.8,330
Strix davidi,342.9,237.8,780.6
Strix fulvescens,304.2,210.5,711.5
Strix hadorami,251,165.2,219
Strix hylophila,242.1,188.4,345.4
Strix leptogrammica,313,224.3,970
Strix mauritanica,264.8,187.1,472.5
Strix nebulosa,436,297,1061.9
Strix nivicolum,291.5,196.9,472.5
Strix occidentalis,320,214.4,586.4
Strix ocellata,323.4,233.4,1011
Strix rufipes,258.5,180.8,380
Strix sartorii,341.2,240.2,711.5
Strix seloputo,354.5,245.5,1011
Strix uralensis,359.4,256.8,780.6
Strix varia,341.2,240.2,711.5
Strix woodfordii,256.5,184.5,350
Surnia ulula,231.4,142,319.9
Taenioptynx brodiei,92.6,74.3,59.4
Taenioptynx sylvaticus,92.6,74.3,59.4
Uroglaux dimorpha,208.5,147.6,220
Xenoglaux loweryi,103.5,73.7,48
Phodilus assimilis,191.2,152.2,280.2
Phodilus badius,190.8,147.1,280.2
Phodilus prigoginei,190,160.4,195
Tyto alba,285.6,169.7,403.3
Tyto almae,213,147.9,540
Tyto aurantia,225.5,160.4,540
Tyto capensis,299.5,170.2,364.7
Tyto deroepstorffi,237,160.8,403.3
Tyto glaucops,251.7,165.5,397.5
Tyto inexspectata,250.2,190.8,540
Tyto longimembris,312.5,165.5,423.5
Tyto manusi,290.4,187.4,631.9
Tyto nigrobrunnea,278,186,631.9
Tyto novaehollandiae,301,170.4,631.9
Tyto rosenbergii,310.2,190.8,364.7
Tyto sororcula,301,170.4,631.9
Tyto soumagnei,210.2,151.5,284
Tyto tenebricosa,257.4,206.2,660.6
Struthio camelus,579,578.7,111000
Struthio molybdophanes,510.5,510.2,111000
Anhinga anhinga,339.6,273,1235
Anhinga melanogaster,342.2,209.8,1480.1
Anhinga novaehollandiae,353,199.7,1480.1
Anhinga rufa,344.3,186.2,1480.1
Fregata andrewsi,618.8,232.2,1473.1
Fregata aquila,568.4,207.8,1620
Fregata ariel,513,183.5,804.3
Fregata magnificens,642,232.2,1490.5
Fregata minor,567.8,203.2,1274.7
Gulosus aristotelis,262.6,174.8,1764.3
Leucocarbo atriceps,283.6,181.8,2000
Leucocarbo bougainvillii,292.8,184.9,2485
Leucocarbo bransfieldensis,328.8,223.9,2000
Leucocarbo campbelli,261,173.6,1897.4
Leucocarbo carunculatus,287.8,183.5,2576.3
